id,fecha,ubicacion,aerolinea,ruta,tipo,total_abordo,fallecidos,fallecidos_en_tierra,anio
235,1930-10-28,"Prince Rupert, BC, Canada",Alaska-Washington Airways,sin informacion,Lockheed Vega,3,3,0,1930
236,1930-10-30,"Near Neufchatel, France",Imperial Airways,"Paris, France - London, England",Handley Page W-8,6,3,0,1930
237,1930-10-30,"Brookston, Indiana",Embry Riddle Company,sin informacion,Pitcairn PA-6 Mailwing,1,1,0,1930
238,1930-11-07,"Off of Santos, Brazil",Syndicato Condor,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,9,1,0,1930
239,1930-11-18,"Techachapi Mountains, California",Pacific Air Transport,"Burbank, CA - Oakland, CA",Boeing 40,3,3,0,1930
240,1930-12-09,"Shanghai, China",China National Aviation Corporation,Shanghai - Hankow,Loening C-W Air Yaht,6,4,0,1930
241,1931-01-08,"Melle, Belgium",Sabena,Brussels - London,Fokker F-VII,2,2,0,1931
242,1931-01-22,"Bluff Mountain, Washington",Varney Air Lines,Portland - Pasco,Boeing 40,1,1,0,1931
243,1931-02-08,"Wairoa, New Zealand",Dominion Air Lines,Gisborne - Hastings,Desoutter II,3,3,0,1931
244,1931-02-20,"Bagot, Manitoba, Canada",Western Canada Airways,Winnigeg - Moosejaw,Fokker Universal F-14,3,2,0,1931
245,1931-02-24,Off Spain,Aeropostale,Algiers – Marseille,Latecoere 32,3,1,0,1931
246,1931-03-21,"New South Wales, Australia",Australian National Airways,Sydney - Melbourne,Avro 10,8,8,0,1931
247,1931-03-31,"Bazaar, Kansas",Trans Continental and Western Air,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,8,8,0,1931
248,1931-04-14,"Near Letschen, Germany",Deutsche Lufthansa,sin informacion,Messerschmitt M-20,10,2,0,1931
249,1931-05-05,"Burbank, California",Pacific Air Transport,San Diego - Los Angeles,Boeing 40,2,2,0,1931
250,1931-05-22,"Wampit, Australia",Guiena Airways,Lae - Bulolo,Junkers W-34,1,1,0,1931
251,1931-05-24,"Bellefonte, Pennsylvania",National Air Transport,sin informacion,Boeing 95,1,1,0,1931
252,1931-06-07,"Near Sandoway, Burma",Air Orient,Saigon - Karachi,Fokker F-VIIB,4,4,0,1931
253,1931-06-11,"Walbridge, Ohio",Rubner Flying Service,sin informacion,Lockheed Vega 2,3,2,0,1931
254,1931-06-13,"Saarbrucken, Germany",Deutsche Lufthansa,Cologne - Saarbrucken,Dornier Merkur,4,4,0,1931
255,1931-07-12,"Chicago, Illinois",Braniff Airlines,Chicago - Detroit,Lockheed Vega,2,2,0,1931
256,1931-07-14,"Temora, Australia",Australian Aerial Services,sin informacion,Lasco Lascowl,2,2,0,1931
257,1931-07-21,"Centralia, Illinois",American Airways,sin informacion,Pitcairn PA-6 Mailwing,1,1,0,1931
258,1931-07-24,"Kurudjevo, Bulgaria",CIDNA,Constantinople - Budapest,Fokker F-VII,7,7,0,1931
259,1931-08-09,"Cincinnati, Ohio",American Airways,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,6,6,0,1931
260,1931-09-14,"Chicago, Illinois",Chicago-Detroit Airways,sin informacion,Lockheed Vega,1,1,0,1931
261,1931-09-15,"Near Craiova, Oltenia, Romania",CIDNA,Paris - Bucharest,Fokker F-VIIb-3m,6,6,0,1931
262,1931-09-16,"Oakland, California",Pacific Air Transport,"Oakland, CA - Seattle, WA",Boeing 40,4,4,0,1931
263,1931-10-06,"Novia Scotia, Canada",Deutsche Lufthansa,Sydney - New York,Heinkel HE-2,3,3,0,1931
264,1931-10-14,Brazil,Syndicato Condor,sin informacion,Dornier Wal,3,3,0,1931
265,1931-11-05,"Camden, New Jersey","NY, Phil., Washington AW","Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,5,5,0,1931
266,1931-11-13,"Sir Lowry's pass, South Africa",Union Airways,Durban - Cape Town,De Havilland DH.80,3,3,0,1931
267,1931-11-23,"Salt Lake City, Utah",Boeing Air Transport,sin informacion,Boeing 40,1,1,0,1931
268,1931-11-24,"Near Tsinan, China",China National Aviation Corporation,Nanking - Peiking,Stinson,3,3,0,1931
269,1931-11-26,"Pasco, Washington",Varney Air Lines,"Portland,  OR - Pasco, WA",Boeing 40,1,1,0,1931
270,1931-12-05,"Kewanee, Illinois",Braniff Airways,Kansas City - Chicago,Lockheed Vega 5,6,2,0,1931
271,1931-12-06,"Bangkok, Thailand",KLM Royal Dutch Airlines,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,7,5,0,1931
272,1931-12-09,Off Algiers,Aeropostale,Marseille - Algiers,CAMS 56,2,2,0,1931
273,1931-12-31,"Springfield, Ohio",American Airways,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,5,4,0,1931
274,1932-01-21,"Colvin Park, Ilinois",Northwest Airways,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,1,1,0,1932
275,1932-01-29,"Lebec, California",Century Pacific Lines,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,8,8,0,1932
276,1932-02-01,"Off Miami, Florida",Bimini Airways,Miami - Bimini,Fairchild,5,5,0,1932
277,1932-02-02,"Rio Vista, California",Boeing Air Transport,sin informacion,Boeing 40,2,1,0,1932
278,1932-02-02,"Marcellus, Michigan",Transamerican Airlines,Chicago - Kalamazoo,Stearman C-3MB,1,1,0,1932
279,1932-02-27,"Off Setiba, Brazil",Aeropostale,sin informacion,Latecoere 28,3,3,0,1932
280,1932-03-08,"Saint Louis, Illinois",Century Air Lines,Training,Stinson SM-6000B,5,3,0,1932
281,1932-03-19,"Calimesa, California",American Airways,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,7,7,0,1932
282,1932-03-21,"Steubenville, Ohio",Trans Continental and Western Air,Columbus - McKeesport,Northrop Alpha 3,1,1,0,1932
283,1932-03-29,"Rutbah Wells, Iraq",Air Orient,Damascus - Baghdad - Karachi,Farman F-190,3,3,0,1932
284,1932-03-31,"Bedford, Ohio",National Air Transport,sin informacion,Boeing 95,1,1,0,1932
285,1932-04-21,"Fort Wayne, Indiana",Transamerica Airlines,sin informacion,Stearman C-3MB,1,1,0,1932
286,1932-05-16,"Burbank, California",Pacific Air Transport,San Diego - Burbank - Oakland,Boeing 40,3,3,0,1932
287,1932-05-30,"Portland, Oregon",Varney Air Lines,sin informacion,Boeing 40,2,1,0,1932
288,1932-07-16,"Mount El Plomo, near Vitacura, Chile",Panagra,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,9,9,0,1932
289,1932-08-12,"Beyrouth, Lebanon",Air Orient,Marseille - Naples - Beyrouth - Saigon,CAMS 53,7,0,0,1932
290,1932-08-31,"Tubergen, Germany",A B Aerotransport,Amsterdam - Hanover - Copenagen - Malmö,Junkers G-23,2,2,0,1932
291,1932-09-08,"Salt Flats, Texas",American Airways,El Paso - Dallas,Fokker F-10,4,3,0,1932
292,1932-09-17,"Selsdon Park, England",Air Union,sin informacion,Liore-et-Olivier 213,2,1,0,1932
293,1932-09-18,"Byron Bay, Australia",New England Airways,Sydney - Lismore - Brisbane,De Havilland DH-80,3,3,0,1932
294,1932-10-12,"Port Etienne, Mauritania",Aeropostale,Dakar - Port Etienne - Algiers - Paris,Latecoere 28,1,1,0,1932
295,1932-10-26,"Villa Monte, Bolivia",Lloyd Aero Boliviano,sin informacion,Ford Tri-motor 5,2,2,0,1932
296,1932-10-29,"Ramsgate, England",Deutsche Lufthansa,London - Cologne - Berlin,Junkers W-33,2,2,0,1932
297,1932-11-02,"Echterpfuhl, Germany",Deutsche Lufthansa,Nuremberg - Frankfort,Junkers F-13,5,5,0,1932
298,1932-11-25,"Marianna, Arkansas",Hunter Airways,"Little Rock, AR - Memphis, TN",Travel Air 6000,2,2,0,1932
299,1932-12-14,"Amarillo, Texas",Trans Continental and Western Air,sin informacion,Ford 5,2,2,0,1932
300,1932-12-14,"Rocky Ridge, Colorado",Boeing Air Transport,sin informacion,Boeing 40,1,1,0,1932
301,1932-12-26,"Wau, Australia",Guinea Airways,sin informacion,De Havilland DH-60,1,1,0,1932
302,1933-01-10,Algiers,Aeropostale,sin informacion,CAMS 53,3,1,0,1933
303,1933-01-14,"Newark, New Jersey",Eastern Air Transport,Test flight,Curtiss Condor 18,2,2,0,1933
304,1933-01-20,"Marietta, Georgia",American Airways,sin informacion,Stearman 4,1,1,0,1933
305,1933-01-20,"Bourne, Texas",American Airways,Big Springs - San Antonio,Stearman 4,1,1,0,1933
306,1933-01-24,"Eugene, Oregon",Pacific Air Transport,sin informacion,Ford 5-AT-D,3,2,0,1933
307,1933-03-11,"Near Mendoza, Argentina",Pan American Grace Airways,"Mendoza, Argentina - Santiago, Chili",Fairchild FC-2W,2,2,0,1933
308,1933-03-25,"Hayward, California",Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,3,3,11,1933
309,1933-03-28,"Near Dixmude, Belgium",Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,15,15,0,1933
310,1933-04-03,"Hemkenrode, Germany",Deutsche Lufthansa,sin informacion,Junkers F-13,2,1,0,1933
311,1933-04-04,"Off Barnegat, New Jersey",Military - U.S. Navy,sin informacion,Goodyear-Zeppelin U.S.S. Akron (airship),76,73,0,1933
312,1933-04-23,"Near Castrovillari, Calabria, Italy",Air Orient,Corfu - Naples,Cams 53-1,8,5,0,1933
313,1933-04-29,"Traunstein, Germany",Eurasia,sin informacion,Junkers W-34,4,4,0,1933
314,1933-05-09,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,6,6,0,1933
315,1933-06-04,"Bowling Green, Virginia",Eastern Air Transport,sin informacion,Pitcairns PA-6,1,1,0,1933
316,1933-06-11,"Glenview, Illinois",Palwaukee,Sightseeing,Sikorsky S-38B (flying boat),9,9,0,1933
317,1933-07-18,Aegean Sea,Societa Anonima Aero Expresso Italiana,Athens - Rhodes,CMASA Wal (flying boat),6,6,0,1933
318,1933-08-29,"Quay, New Mexico",Trans Continental and Western Air,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,5,5,0,1933
319,1933-09-12,"Near Ljubljana, Yugoslavia",Aeroput,"Ljubjana - Susak, Croatia",Farman F-306,8,8,0,1933
320,1933-10-10,"Chesterton, Indiana",United Air Lines,Newark - Cleveland - Chicago - Oakland,Boeing 247,10,10,0,1933
321,1933-10-31,"Etobon, France",Air France,Zurich - Basel - Paris,Farman F-301,5,2,0,1933
322,1933-11-09,"Portland, Oregon",United Air Lines,"Seattle, WA - Dallas, TX",Boeing 247,10,4,0,1933
323,1933-11-10,"Moriarty, New Mexico",Trans Continental and Western Air,sin informacion,Northrop Delta,1,0,0,1933
324,1933-11-20,"Near Tsinan, China",China National Aviation Corporation,Canton - Shanghai,Stinson,8,8,0,1933
325,1933-11-21,"Near Kharkov, Ukraine, USSR",Kalinin,Test flight,Kalinin K-7,20,14,0,1933
326,1933-11-24,"Wedron, Illinois",National Air Transport,sin informacion,Boeing 247,2,2,0,1933
327,1933-12-11,"Hamburg, Germany",Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,10,6,0,1933
328,1933-12-14,"Eshowe, South Africa",Union Airways,sin informacion,Junkers W-34,6,5,0,1933
329,1933-12-30,"Near Ruysselede, Belgium",Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,10,10,0,1933
330,1934-01-15,"Corbigny, France",Air France,Saigon - Paris,Dewoitine D-332,14,14,0,1934
331,1934-01-20,"Carombe, France",Air France,sin informacion,Breguet 280T,2,2,0,1934
332,1934-02-23,"Near Salt Lake City, Utah",Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,8,8,0,1934
333,1934-02-26,"Rio de Oro, Morocco",Air France,sin informacion,Latécoère 28,6,1,0,1934
334,1934-03-06,"Petersburg, Illinois",American Airways,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,4,4,0,1934
335,1934-03-10,"Pereira, Colombia",Pan American Airways (Scadta),Quiddo - Cartago,Sikorsky S-38 Flying Boat,6,5,0,1934
336,1934-03-22,"Near Lima, Peru",Pan American Grace Airlines,sin informacion,Ford 5-AT-C Tri-Motor,15,3,0,1934
337,1934-04-10,"Ningpo Bay, China",China National Aviation Corporation,sin informacion,Sikorsky S-38BB,3,3,0,1934
338,1934-05-09,English Channel,Air France,"Dieppe, France - New Haven, England",Wibault 282T,6,6,0,1934
339,1934-05-31,"Croydon, England",Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,2,2,0,1934
340,1934-06-09,"Mongaup Mountain, New York",American Airways,New York - Chicago,Curtiss Condor T-32,7,7,0,1934
341,1934-06-11,"Junin, Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,10,6,0,1934
342,1934-06-22,"Chausseehausen, Germany",Deutsche Lufthansa,sin informacion,Dornier Merkur,7,1,0,1934
343,1934-06-23,"Burbank, California",Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,1,1,0,1934
344,1934-07-09,"San Bernardino, California",United Air Services,San Bernardion - Los Angeles,Lockheed Vega,4,3,0,1934
345,1934-07-27,"Near Tuttlingen, Germany",Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,12,12,0,1934
346,1934-08-05,"Bahia, Brazil",Air France,sin informacion,Latecoere 26,2,2,0,1934
348,1934-08-31,"Amazonia, Missouri",Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,5,5,0,1934
349,1934-10-02,English Channel,Hillman's Airways,Croydon - Paris,de havilland 89 Dragon Rapide,7,7,0,1934
350,1934-10-03,"Near Winton, Australia",Qantas,sin informacion,de Havilland DH-50A,3,3,0,1934
351,1934-10-19,"Bass Strait, Australia",Holymans Airways,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,11,11,0,1934
352,1934-11-02,"Kiapit, Australia",Holdens Air Transport Service,Rabaul - Kaiapit,De Havilland DH-61,4,2,0,1934
353,1934-11-15,"Amazonia, Montana",Rapid Air Transport,Omaha - Kansas City,Stinson SM-6000-B,2,2,0,1934
354,1934-11-15,"Near Longreach, Australia",Qantas,London - Sydney,de Havilland DH-86,4,4,0,1934
355,1934-12-07,"Salchau, Germany",Deutsche Lufthansa,Berlin - Hanover,Junkers F-13,3,3,0,1934
356,1934-12-08,"Columbia, Missouri",Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,1,1,0,1934
357,1934-12-10,"Palma Soriano, Cuba",Cubana de Aviacion,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,8,4,0,1934
358,1934-12-20,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas DC-2-115A,7,7,0,1934
359,1934-12-22,"Sunbright, Tennessee",American Airlines,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,1,1,0,1934
360,1934-12-31,sin informacion,Aeroflot,sin informacion,Tupolev ANT-9,10,10,0,1934
361,1935-01-08,"Near Karachi, Pakistan",Indian Air Force,Training,Wapiti,2,0,15,1935
362,1935-01-26,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,"Newark, NJ - Columbus, OH",Consolidated Fleetster,1,1,0,1935
363,1935-01-31,"Stettin, Germany",Deruluft,Koenigberg - Berlin,Junkers JU-52/3m,11,11,0,1935
364,1935-02-12,"Off Point Sur, Californiia",Military - US Navy,sin informacion,Goodyear-Zeppelin U.S.S. Macon (airship),83,2,0,1935
365,1935-03-07,"Schievelbein, Germany",Deruluft,sin informacion,Rochrbach Roland,3,0,0,1935
366,1935-03-15,"El Arish, Egypt",Misrair,Jerusalem - Cairo,de Havilland Dragon 1,6,3,0,1935
367,1935-03-29,"Off Samland, Germany",Deutsche Lufthansa,Training,Junkers F-13,5,5,0,1935
368,1935-04-01,"Beauvais, France",Air France,sin informacion,Farman F-300,3,1,0,1935
369,1935-04-06,"Brilon, Germany",KLM Royal Dutch Airlines,Prague Leipzig Essen Amsterdam Rotterdam,Fokker F-12,7,7,0,1935
370,1935-05-01,"Near Walsenberg, Colorado",Varney Air Lines,Pueblo - El Paso,Lockheed Vega,1,1,0,1935
371,1935-05-06,"Atlanta, Missouri",Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,14,5,0,1935
372,1935-05-18,"Near Moscow, Russia",Gor'ky Eskadril'ya,Demonstration,Tupolev ANT-20 / I-5,50,50,2,1935
373,1935-05-18,"Flint, Michigan",Knowles Flying Service of Detroit,Sightseeing,Ford model 4-AT-E,12,3,0,1935
374,1935-05-27,"Glendo, Wyoming",Wyoming Air Service,Billings - Sheridan - Casper - Cheyenne,Boeing 221,1,1,0,1935
375,1935-05-28,"Maywood, Illinois",Chicago and Southern Airlines,Chicago - St. Louis,Stinson SM6000B Tri-motor,2,2,0,1935
376,1935-05-29,"San Barbra, Honduras",sin informacion,sin informacion,sin informacion,9,6,0,1935
377,1935-06-24,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,20,17,0,1935
378,1935-07-14,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker F-XXII,20,6,0,1935
379,1935-07-19,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,"New Orleans, LA - Mobile, AL",General 102-E,2,2,0,1935
380,1935-07-20,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Milan - Frankfort - Amsterdam,Douglas DC-2,13,13,0,1935
381,1935-07-23,"Cardiff, United Kingdom",Jersey Airways,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,8,1,0,1935
382,1935-07-28,"El Retiro, Colombia",Fuerza Aerea Colombiana,Palanquero - Tres Esquinas,Junkers W-34,5,5,0,1935
383,1935-08-07,"Cairo, Egypt",Ala Littoria,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,7,7,0,1935
385,1935-08-14,"Near Gilmer, Texas",Delta Air Lines,Dallas -  Atlanta,Stinson Model A,4,4,0,1935
386,1935-08-15,"Walakpa, near Point Barrow, Alaska",Private,sin informacion,Lockheed Orion 9E Explorer float plane,2,2,0,1935
387,1935-08-15,"Near Glendo, Wyoming",Aero Mayflower Transit Co,Helena - Denver,"Waco, model YLC",3,3,0,1935
388,1935-09-01,"Burbank, California",Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing 247,3,3,0,1935
389,1935-09-13,"Near Tambo, Panama",Panama Airways,Panama City - David,Ford Tri-Motor,8,8,0,1935
390,1935-10-02,"Off Finders Island, Victoria, Australia",Holyman Airways,Melbourne - Sydney,de Havilland DH-86,5,5,0,1935
391,1935-10-07,"Near Cheyenne, Wyoming",United Air Lines,Salt Lake City - Cheyenne,Boeing 247D,12,12,0,1935
392,1935-10-09,Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,6,6,0,1935
393,1935-10-21,"Troy, New York",Chamberlin Flying Service,Troy - Teterboro,Curtiss AT-32C Condor,6,1,0,1935
394,1935-10-30,"Cheyenne, Wyoming",United Air Lines,Test flight,Boeing B-247-D,4,4,0,1935
395,1935-11-02,"Off Nhambupe, Brazil",Air France,Bahia - Aracaju,Latécoère 28-1,4,4,0,1935
396,1935-11-09,"Near Fort Worth, Texas",Braniff Airlines,Dallas - Waco,Lockheed Vega,1,1,0,1935
397,1935-11-09,"Brindisi, Italy",Imperial Airways,London - Brindisi - Alexandria,Short S-17 Kent,13,12,0,1935
398,1935-11-11,"Istres, France",Air France,sin informacion,Latecoere 28,3,3,0,1935
399,1935-12-04,"Tours, France",Air Bleu,Le Havre - Paris - Tours - Bordeaux,Caudron C-630 Simoun,2,1,0,1935
400,1935-12-10,"Croydon, England",Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,11,11,0,1935
401,1935-12-24,"Wroctaw, Poland",Deutsche Lufthansa,sin informacion,Heinkel He-70,3,3,0,1935
402,1935-12-31,"Off Alexandria, Egypt",Imperial Airways,London - Brindisi - Mirabella - Alexandria,Short S-8 Calcutta flying boat,13,12,0,1935
403,1936-01-14,"Tres Esquinas, Colombia",Military - Fuerza Aerea Colombiana,sin informacion,Junkers JU-52,16,13,0,1936
404,1936-01-14,"Goodwin, Arkansas",American Airlines,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas DC-2-120,17,17,0,1936
405,1936-01-17,"Near Cordillera, Boliva",Lloyd Aereo Boliviano,Cochabamba - La Paz,Junkers JU-52,13,13,0,1936
406,1936-01-21,"Off Ajaccio, Corsica, France",Air France,Marseille - Ajaccio - Tunis,CAMS 53,6,6,0,1936
407,1936-01-29,"Denton, Texas",American Airlines,Chicago - Oklahoma City,Vultee V-1,6,1,0,1936
408,1936-02-10,Atlantic Ocean,Air France,"Natal, Brazil - Dakar, Senegal",Latecoere 301 (flying boat),6,6,0,1936
409,1936-02-15,South Atlantic Ocean,Deutsche Lufthansa,Rio de Janerio - Berlin,Dormier Do-J-Iif Bos Wal flying boat,4,4,0,1936
410,1936-03-05,"Near Tengya, China",China National Aviation Corporation,sin informacion,Ford 5-AT-D Tri-Motor,6,0,0,1936
411,1936-03-14,"Ovalle, Chile",Lan Chile,sin informacion,Fairchild FC-2,5,5,0,1936
412,1936-03-26,"Amemeca, Mexico",Mexicana,Mexico - Guatemala,Ford 5-AT-B Tri Motor,14,14,0,1936
413,1936-04-01,"Pavillon, New York",American Airlines,Newwark - Buffalo,Stinson Model A,2,2,0,1936
414,1936-04-07,"Uniontown, Pennsylvania",Trans Continental and Western Air,Newark - Los Angeles,Douglas DC-2-112,14,12,0,1936
415,1936-04-11,"Port of Spain, Trinidad",Pan American Airways,Miami - Rio de Janeiro,Sikorsky S-42A  Flying Boat,25,3,0,1936
416,1936-04-15,"Near Turin, Italy",Avio Linee Italiane,Turin - Milan,OFM F-VIIb/3m,7,7,0,1936
417,1936-04-17,"Orvin, Switzerland",Deutsche Lufthansa,Test flight,Junkers JU-52,5,3,0,1936
418,1936-04-21,"Senlis, France",Sabena,Paris - Brussels - Cologne,Fokker F-VII,2,2,0,1936
419,1936-04-30,"Basel, Switzerland",Swissair,sin informacion,General Aviation GA-43,2,2,0,1936
420,1936-05-16,"Mount Waverley, Australia",Holymans Airways,Training,De Havilland DH-60 Moth,2,2,0,1936
421,1936-06-09,"Malmo, Sweden",A B Aerotransport,Malmo - Amsterdam,Fokker F-XXII,15,1,0,1936
422,1936-06-13,"Hannover, Germany",Deutsche Lufthansa,sin informacion,Junkers JU-160,6,1,0,1936
423,1936-06-16,"Mt. Lihesten, Norway",Den Norske Luftfartskole,Bergen - Trondheim,Junkers JU-52/3m,7,7,0,1936
